,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,ZipCodes
1506,1744709,Apartment with skylight in bedroom,2980990,Cherry-Ann,Brooklyn,Bedford-Stuyvesant,40.67915,-73.92254,Private room,200,30,3,2016-01-15,0.03,1,365,0,,
1507,1745430,2BR Flex Loft: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72739,-73.94155,Entire home/apt,179,30,11,2022-09-01,0.11,33,247,2,,
1510,1901357,Spring in Ditmas Park Brooklyn!!!,9872650,Patrick,Brooklyn,Flatbush,40.6395,-73.96414,Entire home/apt,70,4,26,2018-05-19,0.25,1,0,0,,
1512,1905865,Zen & Cozy 2 Bedroom in Williamsburg,2332618,Alison,Brooklyn,Williamsburg,40.70661,-73.95487,Entire home/apt,247,2,27,2022-08-11,0.26,2,249,6,,
1516,1910270,Lovely Brooklyn Brownstone  one block from Subway,9912620,Sunita,Brooklyn,Carroll Gardens,40.68451,-73.99037,Entire home/apt,450,5,16,2020-01-03,0.15,1,0,0,,
1517,1913540,Cute Spacious Studio in Fort Greene,325455,Ashley,Brooklyn,Fort Greene,40.68678,-73.97325,Entire home/apt,120,30,2,2015-10-26,0.02,1,0,0,,
1518,1750679,THE LINCOLN PARLOR -Historic Brownstone Apartment,9209820,Althea,Brooklyn,Crown Heights,40.66949,-73.94939,Entire home/apt,185,30,127,2021-08-31,1.36,2,298,0,,
1519,1717138,"Cozy private Basement studio,25mins  from the city",8943770,Patrick,Brooklyn,Flatbush,40.63291,-73.95569,Entire home/apt,75,30,51,2020-02-29,1.13,1,364,0,,
1521,1755844,Brooklyn Stunning Event Space.,2715012,Maurice,Brooklyn,Crown Heights,40.67205,-73.93601,Private room,357,1,12,2020-06-27,0.16,3,364,0,,
1522,1914185,Long-Term Guest in Spacious One Bedroom Near Beach,9928808,Erica And Abhik,Brooklyn,Brighton Beach,40.5791,-73.95726,Entire home/apt,60,14,22,2019-12-30,0.21,1,0,0,,
1523,1717226,Big Brooklyn House to Love,9053876,Amy,Brooklyn,Bedford-Stuyvesant,40.67921,-73.93711,Entire home/apt,250,7,21,2022-08-10,0.2,1,257,2,,
1528,1756520,Prime BedStuy Townhouse Triplex,9237306,Zack,Brooklyn,Bedford-Stuyvesant,40.68259,-73.941414,Entire home/apt,389,3,3,2022-08-19,2.81,1,59,3,,
1529,1918693,Lovely Bedroom in Artist's Home,9947332,Lorelei & Alex,Brooklyn,Clinton Hill,40.68458,-73.96325,Private room,113,4,315,2022-09-01,2.96,1,286,33,,
1533,1758391,"Sunny Room, Only 1 Block to Subway!",9234456,Angelo,Brooklyn,Bedford-Stuyvesant,40.69561,-73.93444,Private room,83,3,112,2018-01-01,1.03,2,0,0,,
1535,1759154,BEST Bushwick 1 Bedroom Suite-15 min to Manhattan,8998154,Gordon,Brooklyn,Bushwick,40.69217,-73.92294,Entire home/apt,119,2,181,2022-09-02,1.67,4,28,24,,
1536,1924645,Sunny Studio in Prime Williamsburg,110958,Ellen,Brooklyn,Williamsburg,40.71577,-73.94896,Entire home/apt,100,30,29,2016-10-04,0.27,1,0,0,,
1537,1727923,Large private 1BR with backyard - Williamsburg,2510744,Isabelle,Brooklyn,Williamsburg,40.71512,-73.95499,Entire home/apt,98,7,7,2017-01-07,0.06,1,0,0,,
1539,1728625,New Williamsburg 1B With Backyard,9109049,Todd,Brooklyn,Williamsburg,40.71975,-73.94199,Entire home/apt,160,30,19,2017-12-04,0.2,1,0,0,,
1540,1925224,"Beautiful, large, charming spot",9946315,Susan,Brooklyn,Williamsburg,40.71629,-73.95362,Entire home/apt,250,8,111,2022-08-27,1.04,1,96,22,,
1541,1728938,Sunny Room/private bath/ Brownstone,478717,Deborah,Brooklyn,Park Slope,40.67561,-73.97558,Private room,115,30,212,2019-12-12,2.08,1,235,0,,
1542,1762852,Charming and Cozy Bedroom in Artists Colony,173997,Beth,Brooklyn,Williamsburg,40.70941,-73.95309,Private room,35,30,3,2017-06-24,0.05,1,0,0,,
1548,2015168,Cozy 2BD APT close to subway,10365281,Jennifer,Brooklyn,Bedford-Stuyvesant,40.68644,-73.95618,Entire home/apt,160,30,274,2022-07-31,2.67,1,258,8,,
1550,1929321,Quiet 1br in a Mansion!,9991075,Erika,Brooklyn,Clinton Hill,40.68678,-73.96826,Entire home/apt,130,30,16,2017-04-17,0.2,1,0,0,,
1552,1769357,Perfect BK Location: Just 10 min to Manhattan,4314440,Isabelle,Brooklyn,Clinton Hill,40.68425,-73.96465,Private room,70,90,17,2022-05-22,0.17,1,365,2,,
1554,2016579,Cozy Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,40.69685,-73.91044,Private room,50,30,16,2020-05-31,0.25,2,329,0,,
1557,1931609,Entire Park Slope Townhouse,9442045,Miriam,Brooklyn,Park Slope,40.68139,-73.98033,Entire home/apt,400,3,198,2021-02-18,2.05,2,263,0,,
1558,2017397,☆ unique DESIGNER apt ☆ Sleeps 4 ☆ Brooklyn Museum,2496464,Monica,Brooklyn,Crown Heights,40.66658,-73.95514,Entire home/apt,156,30,87,2020-03-15,0.85,1,335,0,,
1559,1778810,"Sunny, Centrally Located Brooklyn Oasis",4591403,Nikki,Brooklyn,Fort Greene,40.68489,-73.97167,Private room,92,30,1,2019-08-26,0.03,1,0,0,,
1560,2019755,Front Studio in Loft Apartment - Steiner Studios,10383481,Bradley,Brooklyn,Clinton Hill,40.69651,-73.96887,Entire home/apt,95,28,174,2022-03-06,1.65,1,0,1,,
1564,1934444,Havemeyer Holiday,4393358,Cj,Brooklyn,Williamsburg,40.71546,-73.95198,Private room,80,30,5,2014-11-01,0.05,1,0,0,,
1568,1934804,3 Story Townhouse in Brooklyn - Sleeps 10!,10012421,Deborah,Brooklyn,Clinton Hill,40.69318,-73.96778,Entire home/apt,750,4,59,2022-06-28,1.02,1,168,4,,
1572,1935175,cute 2BD apt in greenpoint,239829,Lauren,Brooklyn,Greenpoint,40.73369,-73.95297,Entire home/apt,140,7,1,2016-08-16,0.01,1,0,0,,
1574,1782667,Bushwick Artist Loft - Cozy Room,3886532,Tom & Lily,Brooklyn,Williamsburg,40.70979,-73.92209,Private room,72,30,159,2020-02-22,1.55,3,0,0,,
1577,1785942,"Private, Cozy Bedroom/ Barclay Ctr",1354796,Natasha,Brooklyn,Prospect-Lefferts Gardens,40.65938,-73.95117,Private room,44,5,81,2020-02-23,0.75,4,80,0,,
1578,1935302,COZY and WARM Garden Apartment,10008086,Brandon,Brooklyn,Fort Greene,40.69188,-73.97059,Entire home/apt,200,2,174,2022-09-05,2.82,1,291,55,,
1583,2026434,Duplex Condo with large deck in N. Williamsburg,5772472,Anthony,Brooklyn,Williamsburg,40.71973,-73.95617,Entire home/apt,406,30,0,,,1,333,0,,
1591,1939283,Boerum Hill Garden Apartment,7329934,Laurence,Brooklyn,Boerum Hill,40.68445,-73.98624,Entire home/apt,150,5,65,2022-07-31,0.61,1,137,22,,
1596,1797025,Charming Spacious 1 Bdrm Apt,9340104,Mike,Brooklyn,Crown Heights,40.67164,-73.95175,Entire home/apt,95,30,168,2022-01-02,1.56,1,236,2,,
1597,1801130,"Perfect Brooklyn Stay, Apt for 4",9443112,Isaac,Brooklyn,Park Slope,40.67627,-73.98157,Entire home/apt,179,30,15,2015-08-07,0.14,1,0,0,,
1598,1806378,Mayor's Mansion - Fort Greene,1929442,Claudia And Leo,Brooklyn,Fort Greene,40.68762,-73.97168,Entire home/apt,285,30,156,2020-03-05,1.45,1,266,0,,
1599,1806440,Female only *  Cozy Room in Garden Level apt,3820014,Sandra,Brooklyn,Williamsburg,40.71912,-73.95743,Private room,50,5,24,2022-03-26,0.24,3,0,11,,
1600,1808497,Queen size room in Brooklyn,7557833,Christine,Brooklyn,Bedford-Stuyvesant,40.69088,-73.94568,Private room,81,1,25,2021-09-26,0.24,6,341,1,,
1601,1808550,Invitation to travelers,7557833,Christine,Brooklyn,Bedford-Stuyvesant,40.69141,-73.94652,Private room,82,7,34,2021-11-01,0.31,6,318,1,,
1603,1941435,Sunny Room near all,9917136,Rani,Brooklyn,Crown Heights,40.67632,-73.92444,Private room,38,31,19,2022-07-31,0.18,3,31,1,,
1608,1813681,East Williamsburg Clean Apartment,9486005,Nikki,Brooklyn,Williamsburg,40.71284,-73.94041,Entire home/apt,115,30,2,2016-02-12,0.02,1,0,0,,
1612,1944155,Funky Furnished 1 Bedroom on Tree-Lined Street,7720086,Henri-Leon,Brooklyn,Fort Greene,40.688,-73.97386,Entire home/apt,115,31,9,2022-05-02,0.14,1,218,1,,
1613,1944891,Spacious one bedroom apartment,861330,Joseph,Brooklyn,Williamsburg,40.70139,-73.94499,Entire home/apt,70,30,0,,,3,0,0,,
1614,2033605,"Prvt, bath, kitchen, living, entrnc",428210,Oscar & Johanna,Brooklyn,Crown Heights,40.66951,-73.94379,Private room,100,3,5,2020-02-18,0.05,3,244,0,,
1617,1817510,Skylight BR in Gorgeous Private Rooftop Apt,6957798,Charisse,Brooklyn,Bushwick,40.69251,-73.92257,Entire home/apt,69,30,377,2020-07-13,3.49,1,0,0,,
1619,1818820,Urban Cottage in Williamsburg BK,9524360,Michael,Brooklyn,Williamsburg,40.71609,-73.94144,Entire home/apt,221,3,278,2022-09-05,2.59,2,240,52,,
1620,2042764,Architect's home in Park Slope,3707465,Sim,Brooklyn,South Slope,40.66706,-73.98439,Entire home/apt,195,30,11,2016-09-06,0.11,1,0,0,,
1622,1948494,Amazing 550 Sq Ft Studio Apartment.,9950152,Dawn & Vernon,Brooklyn,East Flatbush,40.63763,-73.94979,Entire home/apt,98,2,292,2022-08-08,2.76,1,283,32,,
1627,2044873,Bushwick Artist Loft - Awesome Room,3886532,Tom & Lily,Brooklyn,Bushwick,40.70799,-73.92255,Private room,82,30,114,2020-03-11,1.11,3,0,0,,
1628,2046225,"Large, Sunny Brooklyn Apartment",10490291,Lauren,Brooklyn,Crown Heights,40.66539,-73.95651,Entire home/apt,110,30,3,2016-08-29,0.03,1,0,0,,
1629,1956467,"Big, beautiful, central 1BD in Brooklyn",1500550,Shira,Brooklyn,Prospect Heights,40.67308,-73.96487,Entire home/apt,55,30,5,2017-12-30,0.05,1,0,0,,
1632,1825949,"Lovely Bedroom - Bed Stuy, Brooklyn",9554965,Michael +Jenelle,Brooklyn,Bedford-Stuyvesant,40.68348,-73.92511,Private room,81,30,36,2016-01-02,0.34,1,0,0,,
1637,2049322,Private room in Brooklyn Loft,9446761,Paul,Brooklyn,Williamsburg,40.70347,-73.93335,Private room,45,30,0,,,1,0,0,,
1642,1960045,Loft Bedroom in Luxury Apartment,6655162,Carlos,Brooklyn,Williamsburg,40.71833,-73.94147,Private room,70,31,0,,,1,0,0,,
1643,1832120,Heart of Williamsburg,7195403,Emily,Brooklyn,Williamsburg,40.71084,-73.96401,Private room,136,3,118,2022-09-04,1.16,1,35,10,,
1645,2051352,Private Spacious Room in Brooklyn!,3693307,Matthew,Brooklyn,Kensington,40.6442,-73.98051,Private room,60,90,32,2018-01-01,0.31,1,98,0,,
1647,1960358,Couples and Family Paradise.,10129919,Jorge,Brooklyn,Cypress Hills,40.68561,-73.87875,Private room,80,3,262,2022-08-30,2.54,1,326,9,,
1650,1839341,Modern Waterfront 2Bed Williamsburg,9610339,Cris,Brooklyn,Williamsburg,40.71962,-73.96405,Entire home/apt,300,5,14,2015-02-06,0.14,1,0,0,,
1651,2055559,twin bed in own space,10527201,Bryan,Brooklyn,Greenpoint,40.73673,-73.95655,Shared room,90,30,0,,,1,0,0,,
1657,1846580,Park Slope Bedroom in Eccentric New York Apartment,9646158,Frederick,Brooklyn,South Slope,40.66415,-73.97866,Private room,125,3,211,2022-07-19,2.0,1,52,20,,
1658,1847389,Short or Long term in beautiful Carroll Gardens.,9371210,Shane,Brooklyn,Red Hook,40.67505,-74.00094,Entire home/apt,249,3,65,2022-06-19,0.77,1,138,7,,
1659,1961760,"Sunny Duplex w/ Outdoor Space, Big Views and Quiet",10051267,David,Brooklyn,Carroll Gardens,40.68324,-73.99482,Entire home/apt,286,30,4,2022-06-20,0.22,1,230,1,,
1665,1970697,Lovely & Large Private Queen Bedroom,3388950,Amaya,Brooklyn,Bedford-Stuyvesant,40.69426,-73.9346,Private room,73,3,107,2022-05-25,1.09,3,0,19,,
1675,2069359,New 1BR + 1BA with Private Entrance,347642,Jullien,Brooklyn,Bedford-Stuyvesant,40.67836,-73.92772,Private room,65,3,199,2022-07-24,1.92,1,241,24,,
1676,2070189,"Sunny,  happy apt. in landmarked historical area",10458021,Isabel,Brooklyn,Bedford-Stuyvesant,40.6824,-73.9505,Entire home/apt,120,30,2,2021-11-01,0.15,1,111,1,,
1681,1863930,2nd@THROOP MANSION,3351261,Kris,Brooklyn,Bedford-Stuyvesant,40.68933,-73.94327,Entire home/apt,99,30,93,2018-04-29,0.93,1,0,0,,
1687,2071464,Brooklyn Garden Two Bedrooom/Two Bathroom,3011547,Wendy,Brooklyn,Boerum Hill,40.6847,-73.98728,Entire home/apt,325,7,43,2022-01-19,0.41,3,256,4,,
1688,2071839,Room in a lovely 2br apartment - East Williamsburg,1939680,Silvia,Brooklyn,Williamsburg,40.708,-73.94475,Private room,60,14,7,2020-01-05,0.09,1,0,0,,
1689,2075453,2BR XL Loft: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72732,-73.94185,Entire home/apt,199,30,13,2021-11-13,0.13,33,310,2,,
1690,2075526,1 BR Apt in Park Slope Brooklyn,8109174,Katie And Matt,Brooklyn,Park Slope,40.671,-73.98264,Entire home/apt,125,30,8,2016-12-30,0.08,1,0,0,,
1691,2075600,Delicious & Airy Apt in Landmark Brownstone,5089,Subhana,Brooklyn,Bedford-Stuyvesant,40.68501,-73.94354,Entire home/apt,161,3,53,2022-08-21,0.51,1,308,6,,
1692,1979848,1 BR  in a luxury apt bldg,10217559,Mary Elizabeth,Brooklyn,Park Slope,40.6708,-73.9866,Entire home/apt,175,30,0,,,1,0,0,,
1694,2079686,Sunny apt with Backyard,7624316,Rebecca,Brooklyn,Bushwick,40.70228,-73.9166,Entire home/apt,60,30,14,2017-02-20,0.13,1,0,0,,
1695,1865336,Private bedroom in beautiful loft apartment,9725785,J.D. & Stephanie,Brooklyn,Williamsburg,40.71216,-73.96677,Private room,55,30,257,2020-03-18,2.55,2,64,0,,
1696,2079765,"Private, charming, sunny oasis - Sanitized",3389163,Nadine,Brooklyn,Bedford-Stuyvesant,40.68413070999341,-73.925455973732,Entire home/apt,109,10,87,2022-09-03,0.86,1,259,14,,
1698,1981590,Loft 15 - 20 minutes to Manhattan,10225447,Giovani,Brooklyn,Bushwick,40.69832,-73.91336,Entire home/apt,135,30,177,2020-02-17,1.68,1,334,0,,
1700,2080861,Spacious 3BD/2BA - Parking Included,10630723,Nancy,Brooklyn,Bedford-Stuyvesant,40.68936,-73.93685,Entire home/apt,190,3,319,2022-08-28,3.02,2,242,49,,
1701,1984378,Oasis Loft in the Heart of Bushwick,3937646,Teddy,Brooklyn,Bushwick,40.70411,-73.9289,Entire home/apt,168,60,28,2015-09-27,0.27,1,298,0,,
1704,2082670,East Williamsburg Room near L train,10638597,Reid,Brooklyn,Williamsburg,40.70674,-73.94365,Private room,21,30,2,2016-06-01,0.02,1,0,0,,
1705,2083547,3 Bed/ 2 Bath Full Apt. BK Heights,4690301,Eric,Brooklyn,Brooklyn Heights,40.69275,-73.99346,Entire home/apt,185,30,10,2017-09-20,0.11,1,0,0,,
1710,1984486,Comfortable Brown Stone apartment,10239152,Joyce,Brooklyn,Crown Heights,40.6731,-73.94114,Entire home/apt,140,30,52,2022-07-31,0.49,1,332,2,,
1711,1985022,Large Light Filled Apartment,10241822,Jessica,Brooklyn,Crown Heights,40.67154,-73.95535,Private room,85,30,3,2019-01-03,0.05,1,0,0,,
1713,1987371,"Williamsburg, prime loction, Brooklyn private room",1525582,Christina,Brooklyn,Williamsburg,40.72028,-73.95847,Private room,79,30,193,2020-03-19,1.83,1,0,0,,
1715,2087524,Private Parlour Floor,10656683,Lorna,Brooklyn,Bedford-Stuyvesant,40.6818,-73.95655,Entire home/apt,125,31,90,2022-09-01,1.17,1,67,4,,
1721,1989795,Bushwick Artists Loft,9107244,Aaron,Brooklyn,Williamsburg,40.70412,-73.93647,Private room,50,1,47,2018-11-30,0.44,2,0,0,,
1722,1876969,Penthouse in Bedford Stuyvesant,9582999,Shane,Brooklyn,Bedford-Stuyvesant,40.68441,-73.94052,Entire home/apt,150,30,0,,,1,0,0,,
1724,1885714,Nice Bedroom in Central Bushwick!,2673168,David,Brooklyn,Bushwick,40.70363,-73.9135,Private room,79,7,50,2022-08-24,0.47,1,116,10,,
1726,2088389,Entire Sun Drenched Apartment in Clinton Hill,234918,Mariya,Brooklyn,Fort Greene,40.68466,-73.96831,Entire home/apt,100,30,17,2017-08-30,0.16,1,0,0,,
1727,2088725,Beautiful renovated 1 bedroom Apt.,10661536,Edgar,Brooklyn,Gowanus,40.67035,-73.99154,Entire home/apt,124,4,87,2022-09-01,0.84,1,169,17,,
1728,1886294,quitissential brooklyn loft,9813350,Jeremy,Brooklyn,Vinegar Hill,40.70211,-73.98469,Entire home/apt,150,30,0,,,1,0,0,,
1730,2089226,2 BEDS SALE!! IN PRIVATE BEDROOM NEAR MANHATTAN!,8452639,C S,Brooklyn,Flatbush,40.64909,-73.96118,Private room,91,2,86,2022-01-03,0.82,2,353,8,,
1731,2089273,Williamsburg Luxury 1 Bedroom,8956323,Jayar,Brooklyn,Williamsburg,40.708,-73.94619,Entire home/apt,200,30,0,,,1,0,0,,
1732,2089492,Sunny 1 Bedroom Apt in Williamsburg,1104548,Kimberly,Brooklyn,Williamsburg,40.71382,-73.96427,Entire home/apt,225,30,28,2018-10-31,0.31,1,0,0,,
1733,1998026,"Bright, serene apt in Fort Greene/Clinton Hill",10294707,Amanda,Brooklyn,Clinton Hill,40.68787,-73.96821,Entire home/apt,149,2,12,2019-04-21,0.16,1,0,0,,
1736,1891118,Large Studio apartment,9831559,Cassi,Brooklyn,Bedford-Stuyvesant,40.6839,-73.95303,Entire home/apt,100,30,10,2017-06-06,0.12,1,0,0,,
1737,2108178,Studio w/CV: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.7269,-73.94198,Entire home/apt,149,30,8,2020-10-31,0.08,33,299,0,,
1739,2108424,Sunny Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,40.69703,-73.90972,Private room,50,30,22,2019-10-14,0.22,2,285,0,,
1740,2000576,3BR in a classic 1925 BK Limestone,10263251,Johanna,Brooklyn,Crown Heights,40.67126,-73.94512,Entire home/apt,182,4,233,2022-09-03,2.19,2,220,51,,
1741,2092827,1200 Sq ft paradise in Williamsburg,1799971,Kim,Brooklyn,Williamsburg,40.71181,-73.94827,Entire home/apt,420,30,0,,,1,305,0,,
1744,2093304,Hidden gem in Fort Greene,9791461,Brian,Brooklyn,Fort Greene,40.69304,-73.97148,Entire home/apt,150,3,62,2022-07-27,0.75,1,0,11,,
1745,2008122,Large 1 Bedroom Apt in Park Slope,10335193,Whitney,Brooklyn,South Slope,40.66928,-73.9884,Entire home/apt,150,30,3,2014-08-01,0.03,1,0,0,,
1748,2112142,"No security req,great price,new queen bed!",10784618,Miguel,Brooklyn,Bedford-Stuyvesant,40.68342,-73.94632,Private room,45,30,20,2022-07-10,0.26,1,339,6,,
1749,2113431,Amazing room in Greenpoint,10775192,Joshua,Brooklyn,Greenpoint,40.7273,-73.94605,Private room,70,30,0,,,2,0,0,,
1753,2115773,Spacious 1BR Haven in Duplex w/Deck,514261,Vanessa,Brooklyn,South Slope,40.66553,-73.98622,Private room,85,30,0,,,8,0,0,,
1754,2010624,Sunny and spacious 2 BR apartment,10346273,Yolanda,Brooklyn,Flatbush,40.6358,-73.96477,Entire home/apt,115,30,4,2016-01-15,0.04,1,0,0,,
1756,2010787,Amazing Williamsburg/Greenpoint Apt w/ 2 Terraces!,1859395,Beto,Brooklyn,Williamsburg,40.72015,-73.94184,Shared room,125,30,7,2016-11-26,0.07,1,37,0,,
1759,2115784,Beautiful Prewar 1BD Apartment,10787148,Sarah,Brooklyn,Flatbush,40.64825,-73.9602,Entire home/apt,50,30,4,2014-07-13,0.04,1,0,0,,
1760,2115809,Quiet Front Bedroom in 4BR Park Slope Home,514261,Vanessa,Brooklyn,South Slope,40.66625,-73.9884,Private room,60,30,2,2022-08-22,0.14,8,101,1,,
1764,2102542,Cozy 1BD-15min to NYC $150,2977901,Andrea,Brooklyn,Cobble Hill,40.68645,-73.994,Entire home/apt,150,30,19,2015-06-22,0.18,1,0,0,,
1771,2228840,Cozy and homey railroad in bushwick,11375556,Carly & Sebastian,Brooklyn,Bushwick,40.70036,-73.92473,Entire home/apt,105,30,12,2019-12-01,0.12,1,0,0,,
1773,2107883,Flex 2br: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72683,-73.94009,Entire home/apt,169,30,7,2021-08-01,0.09,33,281,0,,
1776,2127016,1br loft: Cleaning CDC guidelines implemented.,7503643,Vida,Brooklyn,Greenpoint,40.72697,-73.93996,Entire home/apt,169,30,6,2019-11-28,0.06,33,339,0,,
1778,2344869,"Huge, Beautiful & Minutes From NYC",5868807,Sadie,Brooklyn,Carroll Gardens,40.67876,-74.00087,Entire home/apt,199,30,0,,,1,0,0,,
1779,2231814,Modern Luxury Meets Old Money Charm,112879,Caroline,Brooklyn,Williamsburg,40.70986,-73.94186,Entire home/apt,1200,30,0,,,1,0,0,,
1782,2345266,"Bright room, close to everything.",11976770,Ezra,Brooklyn,Williamsburg,40.70871,-73.95367,Private room,55,30,4,2016-09-06,0.04,1,0,0,,
1783,2128464,Warm & Spacious (not available),10859032,Garth,Brooklyn,Bushwick,40.69322,-73.90572,Private room,60,30,4,2014-06-10,0.04,1,0,0,,
1785,2346106,Amazing Greenpoint Loft-Best Deal!,6771815,El,Brooklyn,Greenpoint,40.73382,-73.95836,Private room,100,2,9,2015-05-04,0.09,1,0,0,,
1787,2128761,"Studio 1 block from subway, 10min to Manhattan!",407078,Mary,Brooklyn,Williamsburg,40.71521,-73.94256,Entire home/apt,58,30,73,2020-06-11,0.69,1,75,0,,
1789,2132248,Huge Master Bedroom w/ Private Bath,3695778,Zach,Brooklyn,Williamsburg,40.71504,-73.96723,Private room,95,30,0,,,1,0,0,,
1790,2238300,"Peaceful home, friendly area!",249753,Penny,Brooklyn,Bushwick,40.70437,-73.91371,Entire home/apt,95,30,1,2018-01-06,0.02,1,0,0,,
1791,2349715,BBROOKLYNITE - Hidden Gem in Central Brooklyn,11998560,Ruby,Brooklyn,Crown Heights,40.67226,-73.92759,Entire home/apt,265,30,93,2022-09-05,0.92,2,322,6,,
1792,2238389,Huge Duplex in South Slope,11430355,Monika,Brooklyn,Sunset Park,40.66264,-73.98996,Entire home/apt,290,2,28,2020-01-02,0.27,1,37,0,,
1798,2350883,Large 1BR - PRIME Williamsburg,1334808,Kristina,Brooklyn,Williamsburg,40.71493,-73.95654,Private room,59,30,0,,,2,0,0,,
1799,2135489,Charming Studio in Brooklyn,8624212,Leon,Brooklyn,Carroll Gardens,40.68169,-73.99709,Entire home/apt,43,30,147,2020-03-01,1.42,1,0,0,,
1801,2243266,Top floor!,11457662,Indie,Brooklyn,Bensonhurst,40.60987,-73.9981,Entire home/apt,43,30,0,,,2,0,0,,
1802,2243321,A cozy apartment,11457662,Indie,Brooklyn,Bensonhurst,40.60957,-73.99824,Entire home/apt,51,30,28,2018-01-02,0.27,2,0,0,,
1803,2362306,Peaceful Artsy Huge Sunny Bedroom!,10283677,Emma,Brooklyn,Flatbush,40.65164,-73.96032,Private room,65,30,8,2018-10-25,0.13,1,0,0,,
1808,2365792,"Lovely Luxe Bedroom, Easy Commute",3388950,Amaya,Brooklyn,Bedford-Stuyvesant,40.694,-73.93453,Private room,73,3,95,2022-05-29,0.91,3,0,19,,
1814,2247803,Coozy Studio for one or two in Crown Heights,11333699,Clifton,Brooklyn,Crown Heights,40.67086,-73.94563,Entire home/apt,114,2,358,2022-09-04,3.44,1,293,38,,
1816,2249464,Full of Light Studio - available for longer stays,4358264,Sole,Brooklyn,Prospect-Lefferts Gardens,40.66244,-73.94514,Entire home/apt,85,30,141,2022-01-02,1.35,1,0,2,,
1818,2374228,Amazing Two Bedroom Apartment,12129877,Andre,Brooklyn,Crown Heights,40.67403,-73.94139,Entire home/apt,130,30,215,2021-11-01,2.08,2,264,1,,
1819,2137714,Urban Oasis in Brooklyn Town House with Deck,1193933,Yoruba,Brooklyn,Bedford-Stuyvesant,40.68311,-73.91108,Entire home/apt,195,5,3,2022-07-29,1.23,1,14,3,,
1821,2380403,"Artsy and Comfy Bedroom, Living Room, Terrace",1226950,Marysia,Brooklyn,Crown Heights,40.67726,-73.9491,Private room,107,1,0,,,2,0,0,,
1824,2385779,"The center of NYC, Brooklyn!",12186466,Edmund,Brooklyn,Bedford-Stuyvesant,40.68825,-73.93647,Entire home/apt,143,30,173,2022-07-23,1.69,1,328,1,,
1825,2137796,A Beautiful Brownstone,10909829,Richelle And Pela,Brooklyn,Bedford-Stuyvesant,40.68562,-73.93128,Entire home/apt,160,30,154,2022-06-26,1.46,2,313,4,,
1829,2253162,"Sunny, Spacious Brooklyn 1-bedroom",11507045,David,Brooklyn,Clinton Hill,40.68434,-73.96536,Entire home/apt,112,6,6,2022-09-03,0.53,1,31,6,,
1832,2254582,Delightful 2BR Historic Brownstone Duplex,3672774,Alison,Brooklyn,Clinton Hill,40.68414795622674,-73.96137633116147,Entire home/apt,275,4,22,2022-08-13,0.22,3,0,1,,
1835,2144319,"Cheap, furnished private room",10945216,Rebecca,Brooklyn,Crown Heights,40.67217,-73.95317,Private room,40,30,1,2014-01-04,0.01,1,0,0,,
1837,2400614,Your Very Own Williamsburg Apt!,2297544,Julian,Brooklyn,Williamsburg,40.71949,-73.9404,Entire home/apt,195,30,41,2022-06-01,0.42,1,237,4,,
1840,2254851,1BR Loft: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72736,-73.94028,Entire home/apt,169,30,5,2022-07-31,0.06,33,329,1,,
1841,2404708,Williamsburg 1 bedroom appartement,12290324,Lara,Brooklyn,Williamsburg,40.72172,-73.96155,Entire home/apt,250,30,26,2021-01-31,0.26,1,103,0,,
1846,2151479,Newly renovated house,10981050,Rhonda,Brooklyn,Bedford-Stuyvesant,40.68892,-73.94484,Entire home/apt,130,2,177,2022-08-29,1.75,1,114,43,,
1847,2257064,Sunny Room in Heart of Williamsburg,11526701,Victor,Brooklyn,Williamsburg,40.71252,-73.96229,Private room,75,30,3,2016-01-05,0.03,1,0,0,,
1850,2415563,The Big Brooklyn 2.0,12346795,Ron,Brooklyn,Crown Heights,40.66873,-73.95618,Private room,70,30,69,2022-05-28,0.67,1,26,3,,
1852,2151558,Gorgeous Cozy private Room in Greenpoint,2838861,Ryan,Brooklyn,Greenpoint,40.73229,-73.95678,Private room,55,30,17,2022-08-20,0.16,1,82,2,,
1853,2153153,Cozy Private Room in East Williamsburg in a 2 BR,1824881,Jay,Brooklyn,Williamsburg,40.70778,-73.94119,Private room,118,2,19,2022-09-06,3.83,1,81,19,,
1855,2260029,Williamsburg Loft,10683147,Keefe,Brooklyn,Williamsburg,40.71106,-73.94939,Private room,70,30,0,,,1,0,0,,
1860,2154075,"Brooklyn Charm, Close to Manhattan (30+ days only)",10992588,Joni,Brooklyn,Bedford-Stuyvesant,40.68854,-73.94664,Entire home/apt,104,30,328,2022-07-10,3.16,1,146,1,,
